HIP,HD,RAdeg,DEdeg,RAhms,DEdms,Plx,e_Plx,distance_Plx,Vmag,MV,MV_error,VTmag,MVt,MVt_error,B_minus_V,BT_minus_VT
HIP 102141,196982,310.46238529,-32.43434165,20 41 50.97,-32 26 03.6,97.8,4.65,10.2249,10.27,10.221694273938008,0.10332275876238128,\N,\N,\N,1.55,\N
HIP 72896,\N,223.46626781,23.55551709,14 53 51.90,+23 33 19.9,97.83,5.99,10.2218,11.53,11.4823602676281,0.13312287372233023,\N,\N,\N,\N,\N
HIP 62556,\N,192.26409622,66.11044073,12 49 03.38,+66 06 37.6,98.14,1.67,10.1895,10.94,10.899230268224484,0.036954442660547926,\N,\N,\N,1.626,\N
HIP 50798,\N,155.5828114,-47.97281127,10 22 19.87,-47 58 22.1,98.17,79.48,10.1864,11.49,11.449893954972916,2.4448897761162858,\N,\N,\N,3.5,\N
HIP 94349,\N,288.05646821,2.88766813,19 12 13.55,+02 53 15.6,98.56,2.66,10.1461,11.09,11.058503474101752,0.05861931450526381,\N,\N,\N,1.542,\N
HIP 2552,\N,8.11171615,67.23621544,00 32 26.81,+67 14 10.4,98.74,3.37,10.1276,10.27,10.24246561441756,0.07414123389445848,\N,\N,\N,1.52,\N
HIP 76362,\N,233.94850307,-80.20230323,15 35 47.64,-80 12 08.3,99.9,61.26,10.01,11.65,11.64782744112991,1.5505503524322108,\N,\N,\N,\N,\N
HIP 84581,\N,259.34773232,-7.87683635,17 17 23.46,-07 52 36.6,100.89,43.18,9.9118,11.09,11.10924061017149,0.9933062046589827,\N,\N,\N,\N,\N
HIP 82724,\N,253.63222815,-62.40023361,16 54 31.73,-62 24 00.8,109.57,20.12,9.1266,11.85,12.04845830824513,0.4033153633748068,\N,\N,\N,1.729,\N
HIP 14559,\N,46.99144229,-28.22097006,03 07 57.95,-28 13 15.5,114.73,33.98,8.7161,11.72,12.01838496792378,0.6629941065541818,\N,\N,\N,\N,\N
HIP 23452,32450,75.61879215,-21.25610576,05 02 28.51,-21 15 22.0,117.38,1.81,8.5193,8.31,8.657970525887773,0.03348676624493763,8.566,8.913970525887773,0.03348676624493763,1.43,1.663
HIP 20968,\N,67.43713116,-29.02636695,04 29 44.91,-29 01 34.9,120.7,56.47,8.285,11.42,11.828536350486749,1.1016306578960249,10.898,11.306536350486747,1.1016306578960249,0.646,0.701
HIP 93449,\N,285.47364755,-36.95224,19 01 53.68,-36 57 08.1,121.75,68.24,8.2136,11.57,11.99734484943336,1.3757394794318163,\N,\N,\N,\N,\N
HIP 7751,10360,24.94684603,-56.19644067,01 39 47.24,-56 11 47.2,122.75,1.41,8.1466,5.76,6.205107503975031,0.024944283265209588,5.951,6.396107503975031,0.024944283265209588,0.88,1.043
HIP 5496,\N,17.59293817,-67.44634604,01 10 22.31,-67 26 46.8,122.86,7.53,8.1393,9.8,10.247052554917722,0.1332549832479204,9.987,10.434052554917724,0.1332549832479213,1.568,1.854
HIP 89937,170153,275.25974572,72.73369763,18 21 02.34,+72 44 01.3,124.11,0.48,8.0574,3.55,4.0190338780758745,0.008398291463224794,3.624,4.093033878075874,0.008398291463224794,0.489,0.545
HIP 80346,\N,246.03466158,48.35400404,16 24 08.32,+48 21 14.4,124.34,1.16,8.0425,10.27,10.743054315160684,0.020258815157053967,10.382,10.855054315160686,0.020258815157053967,1.475,1.717
HIP 33499,\N,104.44792505,-44.29109677,06 57 47.50,-44 17 27.9,124.62,2.64,8.0244,10.81,11.287938734593714,0.046008224696308275,\N,\N,\N,1.636,\N
HIP 106255,\N,322.82467099,-9.79053173,21 31 17.92,-09 47 25.9,124.82,28.85,8.0115,11.96,12.441420891224322,0.5111339911715937,\N,\N,\N,1.703,\N
HIP 91262,172167,279.23410832,38.78299311,18 36 56.19,+38 46 58.8,128.93,0.55,7.7561,0.03,0.581769913320012,0.009263298455691515,\N,\N,\N,-0.001,\N
HIP 113368,216956,344.41177323,-29.62183701,22 57 38.83,-29 37 18.6,130.08,0.92,7.6876,1.17,1.7410526412499658,0.015358148276600758,1.248,1.8190526412499661,0.015358148276600758,0.145,0.159
HIP 73182,131976,224.35801834,-21.40746858,14 57 25.92,-21 24 26.9,133.63,33.56,7.4833,8.01,8.639519842039618,0.5572659949776249,\N,\N,\N,1.519,\N
HIP 84709,156384,259.73483426,-34.98957161,17 18 56.36,-34 59 22.5,143.45,17.12,6.9711,5.91,6.693502762910086,0.26039477807939937,\N,\N,\N,1.082,\N
HIP 114176,\N,346.8313657,-32.26819891,23 07 19.53,-32 16 05.5,147.95,13.76,6.759,12.28,13.13057484748326,0.2025418105552168,\N,\N,\N,\N,\N
HIP 72659,131156,222.84701756,19.10063329,14 51 23.28,+19 06 02.3,149.26,0.76,6.6997,4.54,5.409717186421883,0.011056768683295637,4.612,5.481717186421884,0.011056768683295637,0.72,0.873
HIP 54298,\N,166.62786165,-53.26885914,11 06 30.69,-53 16 07.9,155.28,78.3,6.44,11.69,12.645577611901532,1.2051443683580825,\N,\N,\N,\N,\N
HIP 84140,155876,258.03174636,45.66984247,17 12 07.62,+45 40 11.4,158.17,3.26,6.3223,9.31,10.305620573116627,0.04476198206160387,9.567,10.562620573116625,0.04476198206160387,1.485,1.629
HIP 116132,\N,352.9659791,19.93741103,23 31 51.83,+19 56 14.7,160.06,2.81,6.2477,10.05,11.0714140627897,0.038126105645089226,10.471,11.492414062789699,0.038126105645089226,1.19,1.66
HIP 84405,155885,258.83869698,-26.60004896,17 15 21.29,-26 36 00.2,167.08,1.07,5.9852,4.33,5.444622332965418,0.013906555201006032,5.11,6.224622332965417,0.013906555201006032,0.855,0.999
HIP 82817,152751,253.87184972,-8.33420783,16 55 29.24,-08 20 03.1,174.23,3.9,5.7395,9.02,10.22561468311425,0.04861480371360116,9.205,10.41061468311425,0.04861480371360116,1.553,1.777
HIP 1242,\N,3.86528051,-16.13230661,00 15 27.67,-16 07 56.3,191.86,17.24,5.2121,11.49,12.904922200669771,0.195650122334472,11.817,13.231922200669775,0.195650122334472,1.75,1.249
HIP 97649,187642,297.6945086,8.86738491,19 50 46.68,+08 52 02.6,194.44,0.94,5.143,0.76,2.2039280620125226,0.01049783978057861,0.955,2.398928062012523,0.01049783978057861,0.221,0.293
HIP 88601,165341,271.36338682,2.50243928,18 05 27.21,+02 30 08.8,196.62,1.38,5.086,4.03,5.4981384588300966,0.015240978192618826,\N,\N,\N,0.86,\N
HIP 85605,\N,262.40078667,24.65322144,17 29 36.19,+24 39 11.6,202.69,39.48,4.9336,11.39,12.924161613421878,0.42843394247452693,10.77,12.304161613421877,0.42843394247452693,1.101,1.295
HIP 82725,\N,253.6339477,-62.40374141,16 54 32.15,-62 24 13.5,203.01,29.27,4.9259,11.72,13.257587156015656,0.3152800004607963,\N,\N,\N,\N,\N
HIP 114110,\N,346.66203219,-14.87239655,23 06 38.89,-14 52 20.6,216.52,18.28,4.6185,12.24,13.917490092095118,0.1837670088589709,\N,\N,\N,\N,\N
HIP 15689,\N,50.52321876,-13.27811998,03 22 05.57,-13 16 41.2,227.45,61.79,4.3966,12.16,13.94442970582987,0.6051017395973322,\N,\N,\N,\N,\N
HIP 30920,\N,97.345813,-2.81247539,06 29 23.00,-02 48 44.9,242.89,2.64,4.1171,11.12,13.047048174391662,0.02360291871212894,\N,\N,\N,1.69,\N
HIP 110893,239960,337.00174003,57.69702005,22 28 00.42,+57 41 49.3,249.52,3.03,4.0077,9.59,11.575526808745437,0.02637017007475162,9.971,11.956526808745437,0.02637017007475162,1.613,1.698
HIP 37279,61421,114.82724194,5.22750767,07 39 18.54,+05 13 39.0,285.93,0.88,3.4974,0.4,2.6812986213323624,0.006683110389961833,\N,\N,\N,0.432,\N
HIP 32349,48915,101.28854105,-16.71314306,06 45 09.25,-16 42 47.3,379.21,1.58,2.6371,-1.44,1.4543989071428474,0.009047615466610814,\N,\N,\N,0.009,\N
HIP 71681,128621,219.91412833,-60.83947139,14 39 39.39,-60 50 22.1,742.12,1.4,1.3475,1.35,5.702370679522524,0.0040964601138480106,\N,\N,\N,0.9,\N
HIP 71683,128620,219.92041034,-60.83514707,14 39 40.90,-60 50 06.5,742.12,1.4,1.3475,-0.01,4.342370679522524,0.0040964601138480106,\N,\N,\N,0.71,\N
