HIP,designation_DR3,designation_DR2,designation_DR1,hipparcos_parallax,hipparcos_parallax_error,simbad_parallax,simbad_parallax_error
HIP 31862,Gaia DR3 5497072086021346688,Gaia DR2 5497072086021346688,Gaia DR1 5497072086021346688,76.47,1.05,75.9486,0.0097
HIP 110443,Gaia DR3 6508401923473282432,Gaia DR2 6508401923473282432,Gaia DR1 6508401850458365056,74.75,1.32,76.1595,0.0197
HIP 48336,Gaia DR3 5690980582306104448,Gaia DR2 5690980582306104448,Gaia DR1 5690980582306104448,73.1,22.31,76.1644,0.0195
HIP 9291,Gaia DR3 505516521175942784,Gaia DR2 505516521175942784,Gaia DR1 505516482508097536,83.2,3.68,76.2912,0.0252
HIP 19884,Gaia DR3 4780166972587269120,Gaia DR2 4780166972587269120,Gaia DR1 4780166968291567104,76.46,0.63,76.6638,0.0146
HIP 91438,Gaia DR3 4079684229322231040,Gaia DR2 4079684229322231040,\N,77.02,0.85,76.7405,0.0494
HIP 70475,Gaia DR3 1175938925836488448,Gaia DR2 1175938925836488448,\N,69.73,4.28,76.7826,0.0449
HIP 111313,Gaia DR3 2717105133036645760,Gaia DR2 2717105133036645760,Gaia DR1 2717105334899452032,78.07,2.45,77.0346,0.0215
HIP 25953,Gaia DR3 3338162729799839104,Gaia DR2 3338162729799839104,Gaia DR1 3338162725508646528,78.3,3.37,77.1359,0.0266
HIP 51459,Gaia DR3 853819947756949120,Gaia DR2 853819947756949120,\N,77.82,0.65,77.2485,0.0805
HIP 27887,Gaia DR3 4758877919212831104,Gaia DR2 4758877919212831104,\N,77.95,0.53,77.3261,0.017
HIP 25623,Gaia DR3 3210731015768096000,Gaia DR2 3210731015767419520,Gaia DR1 3210731011470628608,77.03,0.91,77.3499,0.0198
HIP 67090,Gaia DR3 1244644727396803584,Gaia DR2 1244644727396803584,\N,76.7,1.46,77.4412,0.0171
HIP 80300,Gaia DR3 6018034958869558912,Gaia DR2 6018034958869558912,\N,78.04,2.4,77.4545,0.0433
HIP 80337,Gaia DR3 6018047019138644480,Gaia DR2 6018047019138644480,\N,77.69,0.86,77.5655,0.0661
HIP 10798,Gaia DR3 5117974602912370432,Gaia DR2 5117974602912370432,\N,78.88,0.72,77.914,0.0295
HIP 10395,Gaia DR3 4971496564348436352,Gaia DR2 4971496564348094336,\N,80.79,2.81,78.1168,0.033
HIP 36915,Gaia DR3 985610542491481984,Gaia DR2 985610542491481984,Gaia DR1 985610538195564160,76.31,2.56,78.1626,0.0208
HIP 51007,Gaia DR3 3767878708888402816,Gaia DR2 3767878708888402816,Gaia DR1 3767878704592802176,80.07,1.8,78.1746,0.0253
HIP 85235,Gaia DR3 1637110042813188608,Gaia DR2 1637110042813188608,Gaia DR1 1637203668804279552,78.14,0.51,78.1747,0.0226
HIP 46580,Gaia DR3 3852570413083923072,Gaia DR2 3852570413083923072,Gaia DR1 3852570443148176128,78.87,1.02,78.1945,0.0215
HIP 56998,Gaia DR3 5378886891123024512,Gaia DR2 5378886891122066560,Gaia DR1 5378886886821510912,79.91,0.92,78.2268,0.0182
HIP 84051,Gaia DR3 5924187617032756736,Gaia DR2 5924187617032756736,Gaia DR1 5924187617032756736,79.53,1.82,78.2621,0.0195
HIP 58576,Gaia DR3 3575733210781078016,Gaia DR2 3575733210781078016,\N,77.48,0.8,78.3359,0.0923
HIP 59406,Gaia DR3 3517841209157902720,Gaia DR2 3517841209157902720,Gaia DR1 3517841204861700480,78.14,2.8,78.4814,0.0236
HIP 98698,Gaia DR3 4247023886053586304,Gaia DR2 4247023886053586304,Gaia DR1 4247023881746866176,76.26,1.03,78.6465,0.0198
HIP 55042,Gaia DR3 5339892367684811520,Gaia DR2 5339892367683264384,Gaia DR1 5339892294634736768,79.71,2.8,78.8922,0.0319
HIP 43587,Gaia DR3 704967037090946688,Gaia DR2 704967037090946688,\N,79.8,0.84,79.4482,0.0429
HIP 40693,Gaia DR3 5726982995343100928,Gaia DR2 5726982995343100928,\N,79.48,0.77,79.4953,0.04
HIP 24813,Gaia DR3 188771135583573504,Gaia DR2 188771135583573504,\N,79.08,0.9,79.6021,0.1005
HIP 103910,Gaia DR3 6456884409233519360,Gaia DR2 6456884409233519360,Gaia DR1 6456884404936626944,70.51,5.16,80.0211,0.031
HIP 16134,Gaia DR3 5101578445000656128,Gaia DR2 5101578445000656128,\N,79.26,2.25,80.04,0.99
HIP 77952,Gaia DR3 5826168461855385472,Gaia DR2 5826168461827543168,\N,81.24,0.62,80.4854,0.2187
HIP 22627,Gaia DR3 3288082758293022848,Gaia DR2 3288082758293022848,Gaia DR1 3288082753998763904,82.52,3.99,80.5623,0.0236
HIP 102186,Gaia DR3 6471497502884511232,Gaia DR2 6471497502884511232,\N,82.57,1.25,81.0279,0.0228
HIP 171,Gaia DR3 2853900872207888768,Gaia DR2 2853900872207150720,\N,80.63,3.03,81.179,0.449
HIP 26801,Gaia DR3 263916742385357056,Gaia DR2 263916742385357056,\N,80.13,1.67,81.4644,0.023
HIP 26779,Gaia DR3 263916708025623680,Gaia DR2 263916708025623680,\N,81.69,0.83,81.4987,0.0253
HIP 84790,Gaia DR3 1348028919540189056,Gaia DR2 1348028919539503872,Gaia DR1 1348028915244282112,80.98,1.77,81.7394,0.0282
HIP 41926,Gaia DR3 5640565607657897728,Gaia DR2 5640565607657897728,Gaia DR1 5640553955399933824,82.15,0.66,82.208,0.0178
HIP 24284,Gaia DR3 3407785622839603968,Gaia DR2 3407785622839603968,Gaia DR1 3407785622839603968,78.5,8.94,82.3104,0.0203
HIP 55691,Gaia DR3 5334356223546961536,Gaia DR2 5334356223546961536,\N,77.58,1.82,82.5253,1.512
HIP 80686,Gaia DR3 5808612830236138368,Gaia DR2 5808612830236138368,Gaia DR1 5808612830236138368,82.61,0.57,82.8699,0.1627
HIP 102401,Gaia DR3 2070115588901082368,Gaia DR2 2070115588901082368,Gaia DR1 2070115584598613632,80.01,1.57,82.8903,0.0167
HIP 15330,Gaia DR3 4722111590409480064,Gaia DR2 4722111590409480064,\N,82.51,0.54,83.024,0.0438
HIP 15371,Gaia DR3 4722135642226902656,Gaia DR2 4722135642226356736,\N,82.79,0.53,83.0606,0.0608
HIP 84099,Gaia DR3 1341113541156480768,Gaia DR2 1341113541156480768,Gaia DR1 1341113536860361984,83.13,2.13,83.0687,0.0178
HIP 61941,Gaia DR3 3683687763520080384,Gaia DR2 3683687763520080384,\N,84.53,1.18,83.1935,0.5074
HIP 36627,Gaia DR3 898506166187633280,Gaia DR2 898506166187633280,\N,87.15,4.85,83.4,0.0257
HIP 11048,Gaia DR3 354077348697687424,Gaia DR2 354077348697687424,\N,83.93,1.3,83.6606,0.0262
HIP 22762,Gaia DR3 2979590513145784192,Gaia DR2 2979590513145784192,Gaia DR1 2979590577567440384,80.89,1.97,83.6897,0.016
HIP 53985,Gaia DR3 3988689609004982912,Gaia DR2 3988689609004982912,Gaia DR1 3988689604715309568,85.76,1.36,83.7642,0.0204
HIP 35191,Gaia DR3 883439489632629120,Gaia DR2 883439489632629120,\N,81.05,2.42,83.876,0.3864
HIP 77257,Gaia DR3 4430238051199001216,Gaia DR2 4430238051199001216,\N,85.08,0.8,83.9214,0.1501
HIP 109176,Gaia DR3 1891598193816300544,Gaia DR2 1891598193815850624,\N,85.06,0.71,84.0054,0.2023
HIP 54646,Gaia DR3 732857558276385664,Gaia DR2 732857558276385664,Gaia DR1 732857553981449600,83.85,1.07,84.1766,0.0258
HIP 107556,Gaia DR3 6838311796136238976,\N,\N,84.58,0.88,84.27,0.19
HIP 47650,Gaia DR3 1071195187567668480,Gaia DR2 1071195187567668480,Gaia DR1 1071195183271656320,86.69,2.24,84.2983,0.0182
HIP 47620,Gaia DR3 1071194431653425280,Gaia DR2 1071194431653425280,Gaia DR1 1071195904826162176,85.14,3.18,84.3281,0.0172
HIP 104432,Gaia DR3 6885776098199761024,Gaia DR2 6885776098199761024,\N,82.33,2.4,84.4402,0.0257
HIP 69972,Gaia DR3 5866992641380992256,Gaia DR2 5866992641380992256,Gaia DR1 5866992637073091840,84.5,0.79,84.6029,0.0218
HIP 36834,Gaia DR3 1088813933689615872,Gaia DR2 1088813933689615872,Gaia DR1 1088813929393877888,87.01,2.17,84.7001,0.0167
HIP 4569,Gaia DR3 5032683355641241472,Gaia DR2 5032683355641241472,\N,76.32,2.88,84.979,0.4615
HIP 13389,Gaia DR3 4721111481504887040,Gaia DR2 4721111481504251264,\N,86.91,1.9,85.1168,0.0276
HIP 36338,Gaia DR3 3060641356390249728,Gaia DR2 3060641356388548224,\N,79.65,2.61,85.2177,0.0518
HIP 109555,Gaia DR3 1776317182780536064,Gaia DR2 1776317182780536064,Gaia DR1 1776317178484979712,87.42,1.63,85.406,0.0218
HIP 73470,Gaia DR3 1586968533015434624,Gaia DR2 1586968533015434624,\N,85.48,1.56,85.4119,0.0255
HIP 23693,Gaia DR3 4763906879239461632,Gaia DR2 4763906879239461632,\N,85.83,0.46,85.5233,0.0755
HIP 23708,Gaia DR3 4763897739549071744,Gaia DR2 4763897739549071744,Gaia DR1 4763897735255373184,86.76,0.89,85.5301,0.015
HIP 69454,Gaia DR3 5895265380327966464,Gaia DR2 5895265380327966464,Gaia DR1 5895265375990344960,85.02,1.79,85.724,0.0183
HIP 72848,Gaia DR3 1236929488664453376,Gaia DR2 1236929488664453376,\N,86.69,0.81,85.9932,0.5516
HIP 108569,Gaia DR3 6409685433069148288,Gaia DR2 6409685433069148288,\N,84.26,1.74,86.5613,0.0174
HIP 11964,Gaia DR3 4946938113149426944,Gaia DR2 4946938113149426944,Gaia DR1 4946938108852568448,86.87,0.86,86.6124,0.0355
HIP 47513,Gaia DR3 614543647497149056,Gaia DR2 614543647497149056,Gaia DR1 614543643201618304,88.06,1.98,86.6196,0.0218
HIP 49969,Gaia DR3 3828751074215823872,Gaia DR2 3828751074215823872,\N,81.23,2.37,86.6489,0.7014
HIP 63510,Gaia DR3 3737308025029348608,Gaia DR2 3737308025028857600,\N,87.5,1.51,86.901,0.117
HIP 428,Gaia DR3 386655019234959872,Gaia DR2 386655019234959872,\N,86.98,1.41,86.9299,0.017
HIP 75187,Gaia DR3 1214160733157163008,Gaia DR2 1214160733157163008,Gaia DR1 1214160728861204224,87.79,1.93,87.3251,0.0214
HIP 116745,Gaia DR3 6380214844952702848,Gaia DR2 6380214844952702848,\N,87.72,0.64,87.3724,0.0187
HIP 26335,Gaia DR3 3339921875389105152,Gaia DR2 3339921875389105152,Gaia DR1 3339921875389105152,87.9,1.29,87.5297,0.0242
HIP 29052,Gaia DR3 2911981886751531648,Gaia DR2 2911981886751531648,Gaia DR1 2911981882453266176,87.64,2.61,87.702,0.0187
HIP 67927,Gaia DR3 1244946371540479616,Gaia DR2 1244946371540223872,\N,88.17,0.75,87.75,1.24
HIP 72896,\N,Gaia DR2 1266092694561970432,\N,97.83,5.99,87.935,0.1779
HIP 8051,Gaia DR3 2560771312759450496,Gaia DR2 2560771312759450496,Gaia DR1 2560771342823697152,88.86,1.99,88.306,0.0233
HIP 473,\N,\N,Gaia DR1 386653743629274880,85.1,2.74,88.44,1.56
HIP 48331,Gaia DR3 5412947081295024896,Gaia DR2 5412947081287925504,Gaia DR1 5412947076991921280,89.67,0.82,88.6737,0.0173
HIP 47080,Gaia DR3 798068905726303232,Gaia DR2 798068905726303232,\N,89.45,0.78,89.0092,0.0937
HIP 20917,Gaia DR3 145421309108301184,Gaia DR2 145421309108301184,Gaia DR1 145421304810445312,87.17,1.05,89.0546,0.0234
HIP 21556,Gaia DR3 3184351876391975808,Gaia DR2 3184351876391975808,Gaia DR1 3184351872093838592,90.23,1.81,89.1897,0.0199
HIP 67164,Gaia DR3 6294928369390563968,Gaia DR2 6294928369390563968,\N,87.73,4.26,89.3256,0.0225
HIP 42808,Gaia DR3 5528866839863569024,Gaia DR2 5528866839863569024,Gaia DR1 5528866835560139520,89.78,0.56,89.3522,0.0151
HIP 78072,Gaia DR3 1193030490492925824,Gaia DR2 1193030490492925824,\N,89.92,0.72,89.5647,0.1835
HIP 12777,Gaia DR3 438829629114680704,Gaia DR2 438829629113960704,\N,89.03,0.79,89.685,0.1638
HIP 92871,Gaia DR3 4310275491469537152,Gaia DR2 4310275491469537152,Gaia DR1 4310275487166165632,86.27,1.9,89.9065,0.0261
HIP 93101,Gaia DR3 4282578724832056576,Gaia DR2 4282578724832056576,Gaia DR1 4282584596048006912,90.02,1.46,90.0212,0.0214
HIP 3093,Gaia DR3 2802397960855105920,Gaia DR2 2802397960855105920,\N,90.03,0.72,90.0248,0.0482
HIP 88972,Gaia DR3 4610177733290768896,Gaia DR2 4610177733290768896,\N,90.11,0.54,90.1234,0.0156
HIP 8768,Gaia DR3 5134635708766250752,Gaia DR2 5134635708766250752,Gaia DR1 5134635704470855936,90.17,1.37,90.4171,0.0213
HIP 57050,Gaia DR3 772430527947893632,Gaia DR2 772430527947893632,Gaia DR1 772430901610348032,90.66,3.03,90.6896,0.0258
HIP 57757,Gaia DR3 3796442680948579328,Gaia DR2 3796442680947600768,\N,91.74,0.77,90.8945,0.1934
HIP 86400,Gaia DR3 4377160604838377600,Gaia DR2 4377160604838377600,\N,93.36,1.25,90.91,0.67
HIP 64797,Gaia DR3 3936909723803146368,Gaia DR2 3936909723803146368,\N,89.07,0.99,91.0176,0.0236
HIP 16536,Gaia DR3 4846689899968623744,Gaia DR2 4846689899968623744,Gaia DR1 4846689895672507136,92.05,2.05,91.1477,0.015
HIP 82257,Gaia DR3 1431783457574556672,Gaia DR2 1431783457574556672,Gaia DR1 1431783457574556672,91.13,2.33,91.34,0.022
HIP 66459,Gaia DR3 1471777269618346240,Gaia DR2 1471777269618346240,Gaia DR1 1471777265321806464,91.72,1.23,91.3876,0.0185
HIP 71898,Gaia DR3 1669449084967071872,Gaia DR2 1669449084967071872,Gaia DR1 1669449080671046016,101.34,12.77,91.4791,0.0156
HIP 33142,Gaia DR3 1003752587430126464,Gaia DR2 1003752587429472768,\N,94.02,2.18,91.6112,0.5031
HIP 29316,Gaia DR3 3329959136109041536,Gaia DR2 3329959337967090048,\N,92.77,4.56,91.65,3.5
HIP 10644,Gaia DR3 326173044957518080,Gaia DR2 326173044957518080,\N,92.2,0.84,91.6504,0.4271
HIP 48659,Gaia DR3 5657274198660921472,Gaia DR2 5657274194366761088,Gaia DR1 5657274194364599552,87.26,3.1,91.7371,0.0389
HIP 117712,Gaia DR3 2232348941893483520,Gaia DR2 2232348941892509184,\N,92.68,0.55,91.7722,0.0425
HIP 70975,Gaia DR3 6324308389531786112,Gaia DR2 6324308389531786112,\N,89.76,3.47,91.8962,0.0359
HIP 91699,Gaia DR3 2090085056523454464,Gaia DR2 2090085056523454464,Gaia DR1 2090085052225147264,88.14,2.27,92.6127,0.0174
HIP 54532,Gaia DR3 3536123338748976256,Gaia DR2 3536123338748976256,Gaia DR1 3536123334453183104,93.56,1.67,92.8036,0.0268
HIP 79755,Gaia DR3 1642641410934267008,Gaia DR2 1642641410934267008,Gaia DR1 1642641406637999104,93.79,1.21,92.8766,0.0146
HIP 79762,Gaia DR3 1642642957122493824,Gaia DR2 1642642957122493824,Gaia DR1 1642642952826225024,93.14,1.38,92.8985,0.016
HIP 10138,Gaia DR3 4937000898856156288,Gaia DR2 4937000898855759104,Gaia DR1 4937000860200577408,91.63,0.61,92.9251,0.0461
HIP 56244,Gaia DR3 5382868669400908928,Gaia DR2 5382868669400908928,Gaia DR1 5382821729701958016,95.46,2.59,92.9284,0.0257
HIP 84794,Gaia DR3 4574048021719710848,Gaia DR2 4574048021719710848,Gaia DR1 4574047948702278400,83.01,6.03,92.9857,0.0252
HIP 62687,Gaia DR3 3689602277083844480,Gaia DR2 3689602277083844480,Gaia DR1 3689602272788441600,92.75,0.96,93.8547,0.0245
HIP 115332,Gaia DR3 2817999068780218368,Gaia DR2 2817999068780218368,\N,93.5,3.58,94.3667,0.0287
HIP 14632,Gaia DR3 436648129327098496,Gaia DR2 436648129326142336,\N,94.93,0.67,94.5412,0.1448
HIP 108782,Gaia DR3 2683023811628007296,Gaia DR2 2683023811628007296,Gaia DR1 2683023807333389952,96.98,1.48,94.5637,0.0473
HIP 48714,Gaia DR3 1051547052218220160,Gaia DR2 1051547052218220160,\N,95.4,1.2,95.0477,0.0157
HIP 10279,Gaia DR3 2515037264041041536,Gaia DR2 2515037264041041536,Gaia DR1 2515037294106060928,96.28,1.8,95.1606,0.0247
HIP 95071,Gaia DR3 4201781696994073472,Gaia DR2 4201781696994073472,Gaia DR1 4201781727042370176,89.08,7.16,95.1758,0.0292
HIP 83599,Gaia DR3 4364480521350598144,Gaia DR2 4364480521350598144,Gaia DR1 4364855828476735232,89.7,28.71,95.5597,0.0214
HIP 83591,Gaia DR3 4364527594192166400,Gaia DR2 4364527594192166400,\N,92.98,1.04,95.567,0.0241
HIP 37217,Gaia DR3 5715352842388433664,Gaia DR2 5715352842388433664,\N,92.15,2.99,95.6634,0.0211
HIP 45908,Gaia DR3 5299440441521812992,Gaia DR2 5299440441521812992,Gaia DR1 5299439715658828032,95.37,0.98,95.6982,0.0145
HIP 68469,Gaia DR3 3657653114880309248,Gaia DR2 3657653114880309248,Gaia DR1 3657653144944789504,98.26,1.61,95.9575,0.0253
HIP 14754,Gaia DR3 4646535078125821568,Gaia DR2 4646535078125821568,\N,98.5,1.46,96.1834,0.0289
HIP 83043,Gaia DR3 4572835535272627712,Gaia DR2 4572835535272064768,Gaia DR1 4572835737133711744,96.9,1.48,96.2333,0.0244
HIP 13402,Gaia DR3 5160075762132996992,Gaia DR2 5160075762132996992,\N,96.33,0.77,96.52,0.0258
HIP 25578,Gaia DR3 3338097377577012480,Gaia DR2 3338097377577012480,\N,115.04,5.22,97.8868,0.0288
HIP 62556,\N,Gaia DR2 1677568527365572224,\N,98.14,1.67,97.91,1.83
HIP 29271,Gaia DR3 5264749303462961280,Gaia DR2 5264749303461634816,\N,98.54,0.45,97.9158,0.0573
HIP 84123,\N,Gaia DR2 4367834169251323136,\N,92.58,5.11,98.19,12.09
HIP 58345,Gaia DR3 3487062064765702272,Gaia DR2 3487062064765702272,Gaia DR1 3487062438426209280,98.16,0.88,98.298,0.0203
HIP 85665,Gaia DR3 4389844948935164544,Gaia DR2 4389844948935164544,Gaia DR1 4389846628263666176,100.17,1.3,98.8439,0.0156
HIP 117828,Gaia DR3 6377828354964753792,Gaia DR2 6377828354964753792,Gaia DR1 6377828350668342272,98.43,1.15,98.849,0.0167
HIP 68184,Gaia DR3 1661568850770761600,Gaia DR2 1661568850770761600,\N,98.97,0.56,99.3325,0.0193
HIP 8362,Gaia DR3 512167948043650816,Gaia DR2 512167948043650816,\N,100.24,0.68,99.5902,0.0438
HIP 46706,\N,Gaia DR2 5690031948585514496,\N,94.95,4.31,99.88,3.6
HIP 31635,Gaia DR3 3359074685047632640,Gaia DR2 3359074685047632640,Gaia DR1 3359074680751328000,101.59,2.35,100.0232,0.0208
HIP 72944,Gaia DR3 1187851653287128576,Gaia DR2 1187851653287128576,\N,101.91,1.67,100.5243,0.021
HIP 46655,Gaia DR3 3840711729206827520,Gaia DR2 3840711729206827520,\N,103.56,3.91,100.9033,0.0265
HIP 21553,Gaia DR3 272855565763652480,Gaia DR2 272855565762295680,Gaia DR1 272855561463141248,98.12,1.2,100.9161,0.0266
HIP 81300,Gaia DR3 4358031335898505472,Gaia DR2 4358031335897026304,\N,102.27,0.85,101.0719,0.0501
HIP 4872,Gaia DR3 522863309964987520,Gaia DR2 522863309964987520,Gaia DR1 522863305661202688,99.44,1.39,101.4238,0.0169
HIP 82003,Gaia DR3 1314438839310796800,Gaia DR2 1314438839310796800,Gaia DR1 1314438835015205248,102.35,0.88,101.5615,0.015
HIP 57087,Gaia DR3 4017860992519744384,Gaia DR2 4017860992519744384,Gaia DR1 4017861056947245696,97.73,2.27,102.3014,0.0302
HIP 102409,Gaia DR3 6794047652729201024,Gaia DR2 6794047652729201024,\N,100.59,1.35,102.9432,0.0231
HIP 76901,Gaia DR3 6254033894121581952,Gaia DR2 6254033894120917760,\N,121.86,43.95,103.1798,0.3159
HIP 86057,Gaia DR3 5946986063684477056,Gaia DR2 5946986063684477056,Gaia DR1 5946986059359322752,102.3,2.21,103.3081,0.0216
HIP 47425,Gaia DR3 5425628298649940608,Gaia DR2 5425628298649940608,Gaia DR1 5425628294349348864,105.34,1.67,104.0957,0.0176
HIP 56997,Gaia DR3 4025850731201819392,Gaia DR2 4025850731201819392,\N,104.81,0.72,104.4252,0.1005
HIP 56452,Gaia DR3 3478127463341507072,Gaia DR2 3478127463341507072,Gaia DR1 3478127463341507072,104.84,0.81,104.6133,0.0277
HIP 86776,Gaia DR3 1349047857580994560,Gaia DR2 1349047857580994560,\N,105.39,1.15,104.9147,0.0177
HIP 61629,Gaia DR3 6078114541943893888,Gaia DR2 6078114541943893888,\N,103.54,2.1,105.3467,0.0213
HIP 21932,Gaia DR3 3409711211681795584,Gaia DR2 3409711211681795584,Gaia DR1 3409711211297795584,106.16,2.51,105.4275,0.021
HIP 29277,Gaia DR3 1143321672882274560,Gaia DR2 1143321672882274560,Gaia DR1 1143321702944557440,106.43,1.44,105.6903,0.0142
HIP 47103,Gaia DR3 5664814198431308288,Gaia DR2 5664814198431308288,Gaia DR1 5664814198431308288,111.41,1.99,105.9789,0.0227
HIP 47780,Gaia DR3 5412250540681250560,Gaia DR2 5412250540681250560,Gaia DR1 5412250570738855808,101.87,13.4,106.1727,0.0141
HIP 94349,Gaia DR3 4268226078065241600,Gaia DR2 4268226078065241600,\N,98.56,2.66,106.2794,1.0634
HIP 9786,Gaia DR3 5020179503252128768,Gaia DR2 5020179503252128768,Gaia DR1 5020179498956958848,105.64,3.0,106.6096,0.0273
HIP 9724,Gaia DR3 5138510181584617856,Gaia DR2 5138510181584617856,\N,105.94,2.04,107.2972,0.2307
HIP 57443,Gaia DR3 5381537023379295232,Gaia DR2 5381537023379295232,\N,108.23,0.7,107.3024,0.0873
HIP 15457,Gaia DR3 3269362645115584640,Gaia DR2 3269362645115584640,\N,109.18,0.78,107.8023,0.1838
HIP 105858,Gaia DR3 6401464693867773568,Gaia DR2 6401464693866921472,\N,108.5,0.59,108.0102,0.1061
HIP 23512,Gaia DR3 2976850598890749824,Gaia DR2 2976850598890038784,Gaia DR1 2976850697671077376,107.86,2.95,108.2732,0.0398
HIP 23932,Gaia DR3 2976507997939000064,Gaia DR2 2976507997939000064,Gaia DR1 2976508062359392512,107.3,2.0,108.3254,0.0976
HIP 64394,Gaia DR3 1460229442589223424,Gaia DR2 1460229369573307264,\N,109.23,0.72,108.725,0.1645
HIP 66906,Gaia DR3 1470462322431834880,Gaia DR2 1470462322431520384,\N,109.89,3.18,108.7903,0.044
HIP 57939,Gaia DR3 4034171629042489088,Gaia DR2 4034171629042489088,\N,109.21,0.78,109.0296,0.0197
HIP 108706,Gaia DR3 1893189736896880640,Gaia DR2 1893189736896880640,\N,111.57,3.19,109.8548,0.0259
HIP 65026,Gaia DR3 1552921051659352960,Gaia DR2 1552921051659352960,\N,96.41,2.02,109.9837,0.8292
HIP 17378,Gaia DR3 5164120762333028736,Gaia DR2 5164120762332790528,\N,110.58,0.88,110.0254,0.1944
HIP 56528,Gaia DR3 3478160727866058368,Gaia DR2 3478160727866058368,Gaia DR1 3478160723569849216,110.65,1.81,110.1711,0.0204
HIP 55360,Gaia DR3 1057318835428596096,Gaia DR2 1057318835428596096,Gaia DR1 1057318659334947968,109.95,1.11,110.2305,0.0166
HIP 40501,Gaia DR3 3089711447388931584,Gaia DR2 3089711447388931584,Gaia DR1 3089711374373226752,109.23,1.79,111.8698,0.0228
HIP 27072,Gaia DR3 2964000159821218432,Gaia DR2 2964000159820118400,\N,111.49,0.6,112.296,0.1452
HIP 111802,Gaia DR3 2400808142038361088,Gaia DR2 2400808142038361088,Gaia DR1 2400808137742460032,115.71,1.5,112.3859,0.0555
HIP 60559,Gaia DR3 3519785523672576384,Gaia DR2 3519785523672576384,\N,112.52,2.51,112.674,0.0241
HIP 38956,Gaia DR3 922225002820369152,Gaia DR2 922225002820369152,\N,122.53,11.52,112.9927,0.0259
HIP 23311,Gaia DR3 3211461469444773376,Gaia DR2 3211461469444773376,\N,113.46,0.82,113.0715,0.0222
HIP 31293,Gaia DR3 5260759175761501696,Gaia DR2 5260759175761501696,Gaia DR1 5260759171464169984,114.18,3.18,113.1304,0.0169
HIP 31292,Gaia DR3 5260759175761502976,Gaia DR2 5260759175761502976,\N,119.54,13.42,113.1318,0.0176
HIP 93899,Gaia DR3 4519789081415296128,Gaia DR2 4519789081415296128,Gaia DR1 4519789077096836480,112.82,2.41,113.2228,0.0192
HIP 93873,Gaia DR3 4519789321942643072,Gaia DR2 4519789321933481856,Gaia DR1 4519789317615004800,115.91,2.47,113.2521,0.0296
HIP 109388,Gaia DR3 2627117287488522240,Gaia DR2 2627117287488522240,Gaia DR1 2627117283194034944,113.97,2.1,113.4447,0.03
HIP 99825,Gaia DR3 6847167606385195648,Gaia DR2 6847167606385195648,\N,113.33,0.89,113.4872,0.0516
HIP 84720,Gaia DR3 5951165616611763456,Gaia DR2 5951165616611763456,\N,113.81,1.36,113.7513,0.0725
HIP 57802,Gaia DR3 4031586157514097024,Gaia DR2 4031586157514097024,Gaia DR1 4031586157514097024,116.92,1.38,114.0854,0.0191
HIP 32984,Gaia DR3 3101923001490347392,Gaia DR2 3101923001490347392,\N,114.94,0.86,114.3547,0.0418
HIP 27913,Gaia DR3 3399063235755057792,Gaia DR2 3399063235753901952,\N,115.43,1.08,115.43,0.27
HIP 1599,Gaia DR3 4900108950849461248,Gaia DR2 4900108950847893376,\N,116.38,0.64,116.1826,0.1334
HIP 113229,Gaia DR3 6378584028690858496,Gaia DR2 6378584028690858496,\N,116.02,1.33,116.3134,0.0168
HIP 64924,Gaia DR3 3507879565090229888,Gaia DR2 3507879565090229888,\N,117.3,0.71,117.1726,0.1456
HIP 80018,Gaia DR3 6021430250773348736,Gaia DR2 6021430250773348736,\N,118.03,2.28,117.4716,0.0291
HIP 61317,Gaia DR3 1534011998572555776,Gaia DR2 1534011998570864256,\N,119.46,0.83,118.0266,0.153
HIP 23452,\N,Gaia DR2 2974726131970829952,\N,117.38,1.81,119.3399,0.1539
HIP 86974,Gaia DR3 4594497769766809216,Gaia DR2 4594497769763697792,\N,119.05,0.62,119.9248,0.1543
HIP 5496,Gaia DR3 4704272495284592512,Gaia DR2 4704272495284592512,\N,122.86,7.53,121.4487,1.193
HIP 4856,Gaia DR3 533621859441169920,Gaia DR2 533621859441169920,Gaia DR1 533621855139954816,122.77,1.23,121.4598,0.0158
HIP 113576,Gaia DR3 2396530698208685312,Gaia DR2 2396530698208685312,Gaia DR1 2396530625193712640,122.8,0.94,121.4724,0.0249
HIP 86287,Gaia DR3 4550763526539955712,Gaia DR2 4550763526539955712,\N,123.02,1.62,122.5546,0.0176
HIP 101180,Gaia DR3 2246206567973292160,Gaia DR2 2246206567973292160,Gaia DR1 2246207285229602048,125.62,1.11,123.6547,0.0148
HIP 62452,Gaia DR3 3735000631158990976,Gaia DR2 3735000631158990976,\N,121.78,2.9,123.7756,0.0329
HIP 89937,Gaia DR3 2266693630693936512,Gaia DR2 2266693630693473024,\N,124.11,0.48,124.11,0.87
HIP 61874,Gaia DR3 6133474952391837824,Gaia DR2 6133474952391837824,\N,130.52,3.87,124.1851,0.0295
HIP 22449,Gaia DR3 3288921720025503360,Gaia DR2 3288921720024442496,\N,124.6,0.95,124.6198,0.2246
HIP 80346,Gaia DR3 1411178510887026048,Gaia DR2 1411178510887026048,\N,124.34,1.16,127.4785,0.4818
HIP 88574,Gaia DR3 4177731838628465408,Gaia DR2 4177731838628465408,\N,128.28,1.44,129.2184,0.0256
